committee_id,committee_members,recent_posts,events,user_rating
98,33,5.933368359897122,20,8.0
99,30,11.8664583779004,17,4.4
100,26,6.837509382855513,15,4.6
101,8,4.877737565245832,9,6.6
102,23,3.5,8,3.4
103,24,19.65191842468772,15,7.5
104,17,11.54319367528802,13,6.9
105,27,34.03000408485973,15,5.2
106,36,12.342992903913562,7,5.9
107,58,19.582111063314155,16,7.2
108,32,9.735780127663618,10,4.0
109,33,16.13924379060347,15,5.8
110,28,3.5,10,6.5
111,3,11.722646732654455,9,6.4
112,29,7.953439996783638,19,6.5
113,30,31.700827145707645,21,9.7
114,66,18.67155131451369,28,8.9
115,27,28.72855224918924,19,5.7
116,34,36.571848555314,13,4.9
117,29,10.950850382972696,13,6.2
118,12,18.088862085845285,3,9.5
119,47,6.260521305762959,26,2.7
120,41,21.76569901231771,27,7.2
121,41,24.061473813694946,16,6.4
122,16,20.712273725572878,0,9.4
123,51,10.940682071973342,17,9.0
124,8,51.9571178410221,3,4.1
125,38,16.84091386635864,10,9.4
126,62,6.295432292339337,19,2.3
127,15,25.678268491161788,11,8.2
128,21,32.344478830650864,15,8.4
129,31,6.412840733277169,5,10.0
130,22,13.564722007022388,9,7.5
131,6,4.350419132400089,7,5.7
132,31,37.511438693752964,9,5.0
133,14,15.384292544130144,10,9.9
134,37,7.985029591699621,16,10.0
135,16,32.62902115983606,7,6.1
136,53,16.495493931264015,17,7.0
137,18,29.640456835240883,12,9.7
138,25,22.759848254414678,9,8.5
139,42,7.049152573083982,10,6.6
140,11,10.635764989101137,8,5.5
141,33,8.182270750451524,9,5.3
142,49,5.896044185865508,12,8.9
143,5,3.5,6,6.3
144,32,58.78818500666672,14,6.2
145,33,20.436789932818137,11,8.2
146,41,22.657913870645036,19,7.2
147,11,35.115048347139854,10,7.8
148,10,10.546719360133539,9,6.4
149,37,4.685278070969967,18,6.3
150,34,27.87207843678536,7,5.5
151,33,5.480681014320775,22,8.4
152,35,27.415924329030197,18,7.2
153,19,3.9783105827113086,6,7.6
154,33,5.101994554593849,15,5.0
155,34,9.68470604002529,16,8.4
156,19,26.704988784924918,10,7.6
157,57,47.517011200052586,32,8.5
158,37,22.63196559107406,7,7.7
159,12,10.011267720405453,1,7.6
160,39,31.39948039857359,8,3.4
161,15,3.852150316246035,10,9.3
162,41,7.40088104908907,20,4.4
163,47,17.715207626883405,21,9.1
164,17,28.50778269743199,8,6.9
165,44,14.115304564330128,21,3.8
166,36,12.947236964054818,15,6.8
167,42,13.560728701573295,22,4.0
168,58,34.90342055804294,29,9.2
169,26,8.663093012618422,8,6.0
170,18,6.9553119822641305,9,4.9
171,16,13.39142649150832,9,8.3
172,17,38.206287769353324,17,6.9
173,28,9.545069236019879,9,8.0
174,35,13.526900378437734,21,6.8
175,34,3.7850456365023097,8,9.3
176,42,13.978576817476513,25,6.2
177,30,19.718585580715406,19,3.8
178,51,5.488884666887046,21,4.8
179,26,34.94751866652646,17,7.9
180,70,19.53176018902206,25,5.7
181,39,10.836203626245918,13,9.6
182,17,19.639573124638986,18,4.7
183,13,23.5912955374967,6,9.0
184,37,3.5,20,6.1
185,26,20.197382368366487,18,9.6
186,40,37.30638065530375,22,8.0
187,37,8.556951201050865,19,7.4
188,28,11.029136002347357,17,8.3
189,17,12.574297107542638,15,9.5
190,7,28.729517549626298,8,6.9
191,23,6.427845366215084,11,3.2
192,42,22.822274146624792,12,9.4
193,33,12.764593331777299,17,6.5
194,11,48.98739578506494,13,10.0
195,32,13.36475168119857,9,5.8
196,35,3.5,14,6.2
197,16,25.912463041792748,12,8.5
198,32,21.998855363916952,22,8.5
199,30,18.924936464499893,9,7.8
200,12,36.624621876152574,12,5.9
201,35,3.5,14,4.7
202,38,7.500999564804091,13,5.6
203,46,16.076542184327913,15,4.0
204,45,18.183533938567187,16,10.0
205,9,14.329331267403953,10,5.0
206,15,3.8458919764829576,8,6.4
207,37,11.118350410007363,20,8.4
208,37,46.74646146676773,11,7.0
209,37,6.1422616455696115,20,5.8
210,87,15.805716282394915,36,6.7
211,38,22.883096805219104,9,5.8
212,47,28.155669437904173,27,6.5
213,44,25.825320009292092,20,7.8
214,39,10.459178597813024,21,4.9
215,25,7.472060518467135,18,9.2
216,41,49.24387191548761,22,7.1
217,18,30.076999433236416,10,5.8
218,26,16.967922554128204,16,6.4
219,22,40.89979592526465,2,9.3
220,31,4.713907854640268,16,8.6
221,64,3.5,34,7.5
222,3,18.03014368836877,2,5.8
223,40,18.669961360576863,22,8.1
224,5,4.280920061685328,14,7.0
225,22,29.33417266044126,15,10.0
226,46,3.5,25,6.9
227,30,21.02008878505479,7,10.0
228,13,24.56088227398634,4,7.4
229,19,17.87055707496904,18,4.9
230,40,3.682692267056078,22,10.0
231,19,36.3635631908805,13,4.1
232,33,10.751412591972498,14,3.0
233,30,10.779925788892836,16,2.9
234,20,9.083158050845451,19,10.0
235,62,26.450206375106443,24,10.0
236,39,10.334920041039851,21,7.3
237,3,5.608467977504915,9,7.9
238,32,31.70683039469626,11,7.5
239,20,15.518315008497957,8,3.5
240,42,32.464638329843964,26,9.9
241,18,16.408537100531426,13,9.7
242,28,8.56142614972356,10,4.5
243,37,3.5,15,7.7
244,42,18.087328785370026,14,6.9
245,11,12.59613178965687,13,6.6
246,24,27.21874978309845,11,5.6
247,22,9.939503504770785,10,6.8
248,20,21.480551197209998,15,5.9
249,56,15.903538273558205,14,9.1
250,36,7.920539982884661,16,6.9
251,11,10.612498516584184,7,5.6
252,43,4.6086337457313,17,6.9
253,61,51.500970646066904,22,6.7
254,45,21.148056267971146,16,6.6
255,7,4.302413845757383,8,8.4
256,22,49.77923523173934,6,6.4
257,49,6.063682151705114,21,5.9
258,19,9.796851910832016,8,4.3
259,36,13.334562476006331,14,7.0
260,41,16.198740829237675,18,9.5
261,16,26.715519828415353,7,6.8
262,29,3.5,20,6.0
263,3,16.393899463525592,5,5.5
264,14,12.795050000718646,14,3.6
265,26,18.329643302908025,9,9.4
266,11,12.29624873410222,4,8.0
267,54,11.00722993213844,14,8.5
268,8,14.568642426121484,4,7.5
269,23,47.984528298629186,10,5.4
270,31,11.183258041433504,15,6.4
271,51,35.26115191714172,25,6.0
272,8,17.758260800765544,10,6.2
273,47,17.14605520109787,25,6.2
274,30,18.459442596378356,10,9.2
275,15,22.830675222575756,10,10.0
276,36,11.90357464130009,11,5.3
277,32,33.640710813226136,17,6.7
278,20,22.870831752901385,20,7.4
279,31,5.026648900162601,9,5.0
280,24,3.5,16,7.1
281,31,47.017365218818775,20,7.7
282,39,18.894511525362905,13,6.8
283,53,4.434198634845041,24,8.3
284,11,11.170364535505001,6,7.0
285,61,30.067115839694168,24,1.3
286,3,13.903304057108885,4,5.1
287,27,14.902751285599692,12,9.9
288,38,26.32762456050791,22,8.0
289,34,20.23554762953549,15,1.3
290,20,24.066321773876794,7,4.0
291,26,26.134302623497106,13,8.4
292,22,8.772283913452455,2,5.8
293,21,9.501935336671195,7,1.6
294,42,7.8755353175647524,25,9.1
295,35,9.951852514230685,15,8.4
296,19,14.457996650240396,8,5.3
297,43,15.286457246211217,19,9.5
298,34,40.07146535576191,19,5.4
299,42,19.534533588341784,25,5.8
300,39,14.680258254738114,15,6.0
301,17,6.415513577439827,7,3.2
302,21,12.504888857550817,10,7.8
303,41,49.367958699589025,23,8.0
304,39,48.856734025769015,18,6.1
305,29,12.382117657184764,24,8.4
306,31,3.5,14,3.8
307,49,11.088110940945617,29,8.4
308,21,40.362912969191,7,7.7
309,38,14.535894295585889,10,5.6
310,26,26.346388547340254,12,7.8
311,26,15.859334075376616,18,5.2
312,46,4.0762809421597215,17,9.2
313,42,16.292322662161844,15,8.1
314,42,28.809639270290056,24,7.7
315,49,9.834439244343201,24,6.1
316,30,28.289657391576014,11,8.6
317,40,17.0765356753224,13,9.4
318,25,27.257093819308537,17,10.0
319,34,20.447100825095173,7,5.9
320,28,6.815875771386107,19,8.6
321,31,12.607735088162595,18,9.8
322,38,12.283965142987828,7,6.5
323,17,9.443457704378805,10,9.8
324,61,19.28991133785036,15,7.3
325,14,55.20435668827296,2,5.0
326,11,33.67027834726925,5,5.6
327,47,36.73930636636465,13,4.1
328,41,8.958546351928486,29,6.9
329,39,37.14831118597187,22,6.7
330,39,45.509274500104084,24,7.4
331,29,8.705798803956444,13,9.7
332,16,22.11085609932272,10,7.0
333,31,22.530986532820485,22,6.5
334,19,13.343931175572907,13,6.6
335,44,18.173861231339213,22,3.3
336,27,23.32224708206947,9,8.4
337,17,14.05521873698067,5,6.7
338,25,32.593864165103355,14,7.2
339,36,5.054166828518415,18,6.6
340,21,12.241399021813208,7,7.3
341,17,26.71342404836919,11,4.4
342,33,51.45558768387143,9,7.0
343,33,33.9921023210885,16,5.8
344,22,17.898495828595628,4,7.1
345,22,14.585968584674463,18,5.0
346,33,12.802203289086954,14,8.0
347,8,12.86323391090477,3,7.0
348,8,3.5,1,4.4
349,19,50.08282001711411,4,8.9
350,26,15.43905726573626,15,6.0
351,34,8.23693167593573,21,6.3
352,52,21.86488363603131,26,8.6
353,42,8.818247589517537,25,9.1
354,27,30.51013804317186,22,6.1
355,29,8.467389088208806,18,7.2
356,14,27.562129119128855,6,8.4
357,29,12.65393214402067,14,9.5
358,25,19.83907730293832,3,7.2
359,34,29.0201015132969,19,7.9
360,17,10.436335634456555,10,5.2
361,37,28.538845543788447,24,4.0
362,52,3.5,18,8.1
363,28,43.21531774625245,16,5.4
364,36,31.958525780850046,11,5.2
365,40,15.032916491021961,17,8.3
366,23,35.8872809038741,3,6.7
367,33,33.40725974961575,22,7.5
368,30,16.1004974889456,20,4.4
369,31,15.969436148572827,12,5.2
370,18,7.369360255762568,12,10.0
371,30,16.761899286552637,15,5.7
372,37,3.9384177855385287,13,6.6
373,51,27.326137189235638,22,7.5
374,44,27.735028583649466,16,4.9
375,62,3.5,29,9.7
376,18,40.498770442878815,9,7.0
377,43,9.684409436771556,30,6.5
378,32,60.0,14,9.1
379,62,19.094790055574094,25,8.8
380,17,40.76212214294397,12,10.0
381,17,7.155876860732112,14,6.1
382,21,12.631781735635663,12,10.0
383,3,10.39245993373751,8,8.3
384,22,3.862472214955064,12,10.0
385,18,5.070587596176644,7,9.0
386,32,14.587454415275257,9,5.7
387,35,21.325318639235896,19,5.3
388,58,6.473632009726443,31,3.4
389,44,12.018699626080632,10,3.0
390,21,8.778802427791447,4,5.8
391,16,15.347934985826193,2,9.5
392,37,25.89548531724953,20,6.0
393,10,17.431637904512517,12,5.6
394,57,10.023195662985692,19,8.4
395,47,32.66275787864882,31,5.3
396,22,20.829383017825023,10,10.0
397,4,17.81547318131176,13,6.5
398,50,6.549622708638844,25,8.9
399,28,30.354170283378853,9,6.6
400,48,22.35168166747283,18,7.0
401,6,23.185258572552094,2,9.3
402,21,13.510627682910998,5,7.5
403,30,11.669440062200284,13,10.0
404,30,50.25096105335173,9,5.4
405,23,11.526619585725717,11,4.4
406,39,5.3884474510894,27,3.5
407,13,18.48284965113433,12,9.5
408,27,15.9979768950369,11,8.8
409,31,33.66584112242544,11,6.5
410,37,14.32693448629967,14,7.6
411,40,25.320596373953634,28,9.1
412,13,42.3496042830608,3,6.6
413,6,21.427574852186964,6,3.5
414,49,6.856029584857659,23,3.5
415,34,21.863837253663423,22,4.8
416,18,12.185835877934982,9,7.2
417,53,19.41686121723529,17,5.1
418,31,16.089236058291995,16,9.1
419,47,5.277951872281225,26,4.5
420,31,14.264709555712205,13,5.6
421,60,6.507269711916354,20,3.4
422,56,10.827396120098218,23,6.1
423,26,30.286144040762416,4,7.0
424,44,17.049508483765678,17,9.2
425,39,24.265818874121532,23,7.2
426,50,18.089380831857998,25,8.5
427,15,12.879955150683095,9,9.0
428,40,19.45683852677056,26,7.8
429,45,3.5,29,5.2
430,3,27.391956001263694,9,7.8
431,12,8.035256866239383,1,10.0
432,3,23.210559818916792,-4,6.4
433,25,12.480511852258871,19,8.1
434,40,5.281317394822166,19,8.1
435,52,9.299673450429989,30,6.3
436,31,23.295289442260184,8,8.9
437,54,60.0,22,6.2
438,9,15.323462744947694,13,7.9
439,4,56.417301913242646,2,6.5
440,29,3.5,19,7.1
441,35,13.253248077343471,15,8.9
442,29,15.332953907075975,14,3.1
443,3,24.157850512320774,0,8.2
444,28,9.610429345997026,15,8.4
445,10,20.776026253407064,18,5.9
446,40,13.776388412760392,19,6.9
447,35,36.951274120243816,12,5.0
448,15,18.495124049733302,16,5.4
449,22,60.0,8,7.5
450,14,13.862665929260256,17,10.0
451,29,35.35131571689325,7,8.3
452,44,43.07283583945073,20,5.3
453,15,3.5,17,8.6
454,37,27.15131368826112,12,8.2
455,22,13.47161467796749,12,3.5
456,18,6.019643557172998,16,6.4
457,28,37.38596325399389,4,6.7
458,14,10.087388822635333,13,7.2
459,21,3.5,11,6.9
460,12,18.827018681027845,16,7.3
461,59,41.16145580109391,19,5.1
462,30,6.096163508825784,8,6.3
463,19,29.662828214706337,8,6.5
464,33,3.5,13,9.3
465,28,43.13291030130575,12,5.6
466,26,21.7341115959548,10,6.5
467,39,5.500185008320658,8,6.3
468,41,27.815011659143437,17,10.0
469,22,10.572614043363295,13,8.3
470,21,7.376570405812193,11,5.1
471,25,10.381187133973658,14,7.8
472,3,25.88754516222133,6,5.0
473,7,6.956411096353841,0,7.5
474,50,3.5,19,9.7
475,54,10.833185099063112,23,3.1
476,26,38.42399943127015,11,5.0
477,38,38.07862817143359,9,7.3
478,34,10.368837226794072,22,6.2
479,76,10.060379039929634,25,7.4
480,46,9.54110238551145,13,6.8
481,28,9.184416310120124,14,3.6
482,15,9.73459640453288,8,8.2
483,5,19.503353284725442,9,4.3
484,33,39.05054222511318,20,7.4
485,18,6.945789273898764,14,6.1
486,8,8.184474417770254,6,10.0
487,20,21.168130763431773,13,6.8
488,13,26.939706288856307,1,7.7
489,55,3.9372820466802945,28,8.1
490,43,48.91871904883648,16,7.7
491,29,12.535908132115823,23,6.9
492,52,4.343710502482048,27,5.0
493,31,3.7360235929402568,14,6.8
494,17,3.5,10,3.3
495,52,34.89078045668882,27,8.0
496,38,17.156042901960916,7,10.0
497,14,35.10865292857642,8,7.4
498,27,14.780749635463444,22,7.7
499,16,34.44124112026204,14,3.9
500,9,14.494635341245136,3,5.4
501,43,24.08535335282583,20,8.8
502,58,15.572229792544459,19,4.1
503,9,13.81405247985753,6,5.5
504,38,7.588014430422768,18,8.1
505,20,26.472959170908993,13,8.6
506,22,6.123537619716345,15,6.8
507,21,26.44192252005518,18,7.2
508,17,17.747703036315464,4,7.2
509,30,26.94141203912161,15,4.5
510,17,18.91209247970556,5,6.9
511,34,37.034857522316095,14,7.5
512,29,22.433835571322764,10,6.8
513,26,18.03094383221572,15,3.1
514,16,3.5,15,10.0
515,21,38.056336036178784,17,4.8
516,41,3.5,12,7.1
517,37,4.768782021248893,16,7.6
518,15,28.740647083037118,4,6.1
519,31,16.68100009794665,9,7.5
520,41,3.622165448124155,14,5.4
521,4,10.04834924401466,7,10.0
522,38,36.704477431793194,19,6.5
523,20,18.493058827382736,14,8.8
524,38,16.996541930287087,19,4.8
525,18,9.021775882130866,6,8.4
526,3,29.45553135762451,11,5.6
527,5,15.126988422672946,10,4.2
528,30,25.71905838329192,12,4.9
529,33,8.22360870957092,14,5.3
530,16,60.0,6,7.2
531,39,41.301890038264446,11,10.0
532,5,18.345456337209725,9,10.0
533,29,21.42144094420676,18,6.4
534,11,10.130439695186508,3,8.9
535,20,27.1816142274764,4,4.5
536,30,3.5,10,2.8
537,17,48.41875059113096,10,7.1
538,24,26.074215752739924,6,8.1
539,45,6.814249958208629,25,8.6
540,21,47.633109702833345,17,9.2
541,42,57.85918929931839,21,6.3
542,13,22.27116384236964,13,7.1
543,37,8.348639276881194,17,8.6
544,51,17.200605348356728,24,9.4
545,3,24.617822913725895,-1,5.2
546,18,20.943304430604137,17,7.4
547,38,6.815203516001084,14,8.3
548,26,24.301468163580317,12,7.3
549,35,36.415289877141376,28,5.8
550,20,5.372665583055523,9,7.0
551,31,6.0244954039943,18,8.1
552,27,9.776243179909962,16,5.5
553,47,14.052048369002275,13,4.6
554,33,29.978693999475095,11,10.0
555,35,36.142507501809035,26,7.4
556,23,8.027334022843949,14,8.9
557,22,19.37872219987369,11,7.4
558,23,35.15904487871555,9,9.1
559,35,60.0,17,7.2
560,23,19.303491370670834,14,8.2
561,34,20.098936929051163,17,4.8
562,61,22.37021237445271,30,3.5
563,43,12.891759674902357,14,6.0
564,25,18.217445151766388,7,4.1
565,48,3.5,26,2.8
566,23,10.177994922360876,22,7.6
567,3,24.03199782992289,10,3.5
568,14,7.609168889025813,15,8.9
569,3,30.466093167194238,5,9.9
570,24,3.5,14,4.1
571,30,29.6567405549711,16,7.6
572,55,29.601302683789665,22,10.0
573,34,60.0,23,6.1
574,26,12.479256065434727,18,8.2
575,42,16.692200651324576,17,10.0
576,3,45.3216224726411,-3,3.6
577,33,41.51743748238175,15,5.0
578,41,33.608009762788896,12,8.1
579,7,21.47123565488116,7,10.0
580,47,44.506652637994726,14,5.6
581,35,60.0,22,10.0
582,23,25.641882862649275,15,7.3
583,39,17.31163587661326,21,3.1
584,64,27.8413583530584,31,10.0
585,32,19.101134139666808,16,6.1
586,33,13.38558845165589,18,7.9
587,23,30.5558114682467,19,3.7
588,17,11.035092528713427,9,5.5
589,42,25.271229442275683,22,4.0
590,17,3.7921874742399613,4,3.8
591,31,49.85257264889861,15,7.2
592,22,8.564585518257921,23,8.1
593,37,4.681367335640444,21,5.9
594,35,40.5634772635205,15,4.1
595,45,45.719315531999115,21,4.4
596,22,21.151860269594913,11,7.7
597,25,15.468687821298454,14,7.2
598,15,12.726285796628897,8,7.8
599,23,20.316243551755797,14,10.0
600,35,16.151362048082106,18,8.2
601,41,14.65317688515109,18,7.8
602,16,7.759842699587222,10,10.0
603,43,5.834854902593769,20,6.5
604,50,17.821645515481485,18,10.0
605,36,19.859899237500404,19,9.8
606,58,9.008994485536416,27,6.4
607,18,10.171110401526898,18,8.6
608,11,19.824629581723734,9,6.6
609,3,7.573970436513733,3,4.1
610,52,34.49803027949061,21,7.0
611,39,24.55825701396691,12,4.1
612,29,8.93486515446617,17,7.5
613,34,23.67273778806301,6,8.6
614,13,7.745923154881343,14,6.6
615,66,29.696911400986178,32,7.5
616,31,8.028204869656976,5,7.4
617,31,15.23208410558871,21,8.7
618,40,18.64788535885362,23,7.2
619,37,45.25779829969737,15,6.4
620,33,8.50446323833005,10,8.6
621,18,8.194548340869328,6,7.3
622,37,4.055480839140068,13,2.7
623,58,54.3009730610848,30,6.3
624,50,17.120080730356037,18,6.0
625,53,35.06835257522729,26,7.3
626,22,10.326755695671139,11,7.1
627,15,11.164025986715929,10,3.1
628,28,16.08073176654383,6,4.0
629,30,16.453683151463053,9,5.1
630,46,27.136325666524506,26,7.1
631,4,17.50195050285113,5,9.1
632,52,12.313010036232662,23,3.8
633,27,54.97299130128725,23,5.7
634,23,7.663104823964847,11,6.9
635,14,8.546286673718855,8,5.1
636,5,7.763451437319111,12,7.2
637,42,27.880359165430974,19,8.3
638,31,23.15293255599666,16,5.5
639,10,14.702591358385602,12,7.7
640,10,7.402332166106856,8,6.8
641,24,18.58771273183175,16,4.7
642,55,30.63975845791259,22,6.7
643,26,46.50290281017434,17,7.9
644,7,9.95069999949569,9,9.8
645,26,14.662051488972224,11,10.0
646,25,22.991410638074683,13,5.9
647,3,12.210845480887551,-4,5.7
648,29,4.770940049412606,19,7.1
649,26,14.720563419467387,6,5.9
650,40,5.416745950272068,12,9.4
651,57,32.469651359092936,21,7.2
652,46,13.026205322933022,11,7.1
653,25,15.890278817458425,15,8.3
654,13,8.748256036983262,10,7.3
655,68,16.37085284735628,24,7.6
656,30,39.221822726735176,11,7.5
657,30,34.922181073999845,11,6.7
658,29,6.27485835464085,17,5.2
659,32,3.5,7,10.0
660,27,14.810700901736428,11,5.2
661,21,13.09890579411141,4,10.0
662,21,12.456358257560453,15,7.7
663,29,10.505324119032158,12,5.8
664,21,6.136136437965154,14,8.1
665,19,60.0,17,8.6
666,31,54.26860042261077,21,10.0
667,26,12.023210983934238,7,4.4
668,52,18.390719667586247,23,6.7
669,3,32.86791042573593,11,9.8
670,46,18.345251850862475,23,8.5
671,48,11.240369904777953,24,8.0
672,3,4.860676878687337,-3,10.0
673,24,16.824970572564673,16,6.6
674,24,5.499521272727867,9,2.2
675,8,37.43883009282853,10,6.3
676,18,16.253436768336204,14,10.0
677,13,24.3340706504787,11,7.6
678,56,12.78278806446341,22,5.3
679,44,29.82942161449689,25,9.7
680,49,9.769725010791813,23,8.7
681,40,20.71582587418135,19,7.3
682,13,12.39978650961292,4,8.2
683,22,13.964308104589712,13,5.0
684,37,32.57475090817513,26,6.3
685,11,8.688322056765966,1,6.9
686,40,21.766443728232904,21,9.2
687,26,40.46764457917958,17,5.9
688,24,31.765475690447076,21,6.9
689,40,10.013560728885999,21,9.9
690,36,23.954450623109768,17,10.0
691,24,3.5,15,5.3
692,47,33.33203496819975,18,7.3
693,13,60.0,15,4.0
694,39,20.875485700134394,10,7.0
695,38,41.816671098961564,14,6.4
696,25,4.633684085582357,15,9.5
697,34,6.778767320810369,21,4.7
698,11,12.744470885770216,7,4.4
699,43,14.710907354834458,15,10.0
700,27,20.971919599882757,12,5.7
701,22,10.055176655104498,10,7.4
702,45,18.535379948697084,18,7.6
703,19,32.53055038003076,8,5.4
704,8,23.891846738220718,4,5.4
705,6,12.412783729053416,-2,9.3
706,39,28.19500042042126,19,8.4
707,10,11.983563180603277,11,7.0
708,56,17.781894631498982,30,6.7
709,3,31.395488527402577,10,7.6
710,55,14.407829997553932,27,7.8
711,33,5.42262022590657,17,9.5
712,28,17.409983120750372,5,7.0
713,21,31.586004617454954,13,7.9
714,35,33.58507535560081,16,8.4
715,29,6.521575637196073,19,8.5
716,46,27.41405316269248,22,9.9
717,31,13.740069926197805,14,7.0
718,32,43.67958611626285,24,5.9
719,24,5.535038567765422,17,6.3
720,29,27.054282417649233,15,8.3
721,34,12.578736887348349,18,6.8
722,4,10.190289661610306,6,10.0
723,9,32.36224309202277,8,7.0
724,41,35.87536721338647,8,5.1
725,32,3.5,10,7.6
726,27,32.75851183554008,11,10.0
727,30,15.798550658588583,17,5.4
728,35,17.04092454754506,7,5.3
729,21,5.239140509626043,9,6.6
730,18,25.809846810246597,7,5.7
731,32,60.0,15,4.3
732,15,10.72815206753054,12,3.9
733,36,38.1991462449518,13,7.5
734,4,16.567599097177986,3,8.4
735,45,11.091997278596493,16,5.6
736,37,4.272219918388172,15,6.9
737,33,41.87091541980287,15,7.4
738,44,18.14290025614778,25,4.8
739,54,11.574115552888632,17,8.7
740,45,13.211868977824883,28,7.4
741,3,27.27210088762128,-1,8.0
742,10,11.558497533121344,12,8.4
743,20,7.343339028374256,8,10.0
744,30,15.241881755153269,10,5.0
745,37,14.879973065682337,23,5.2
746,19,14.625033755781544,11,10.0
747,32,11.68551353171605,15,8.3
748,18,39.08811822862535,9,7.1
749,20,60.0,8,6.0
750,8,6.536832701366057,6,6.5
751,16,3.5,0,6.6
752,9,13.810070032363114,-2,4.0
753,15,3.5,11,8.9
754,45,3.8374737209212784,25,3.0
755,15,10.88635959703565,16,5.3
756,69,27.134322655788456,23,6.1
757,37,13.684473732484253,17,10.0
758,32,3.5,5,6.8
759,17,13.542297997721313,8,7.6
760,40,14.357147409391303,22,5.2
761,21,14.547157283432984,11,8.7
762,31,35.2505473011692,13,10.0
763,68,31.32324563430213,26,8.0
764,28,17.616946002173957,20,6.3
765,47,59.848117524971045,18,2.9
766,19,10.861283882294243,11,8.4
767,29,15.086090498776525,21,5.0
768,56,16.353662651533185,21,5.5
769,20,4.2229006120970105,2,8.9
770,57,16.61760373447058,30,6.1
771,40,3.5,23,6.8
772,21,9.474359743369643,2,8.5
773,39,18.22089284674672,17,5.6
774,44,4.969340183403611,18,4.4
775,39,21.301988308848546,24,7.9
776,6,8.21180550307371,6,8.5
777,19,12.37749995836249,11,5.8
778,26,24.061191735063034,13,5.7
779,28,15.627168553655908,11,4.8
780,39,20.94422720365894,24,8.4
781,32,23.008586471840232,11,10.0
782,9,15.42943549488026,5,8.9
783,35,21.83005230458068,15,6.8
784,39,9.337508989682883,11,8.4
785,38,23.85031486714186,25,5.3
